CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,churn,preds
644,France,Male,44,5,73348.56,1,1,0,157166.79,1,"[0.7809790884068549, 0.21902091159314507, 0.0]"
686,France,Male,25,1,0.0,2,0,1,16459.37,0,"[0.914383655768024, 0.0856163442319759, 0.0]"
620,France,Female,33,9,127638.35,1,1,1,192717.57,0,"[0.8176529792967807, 0.1823470207032193, 0.0]"
587,Spain,Male,45,6,0.0,1,0,0,158684.81,0,"[0.7697741520307921, 0.23022584796920792, 0.0]"
634,France,Female,41,7,0.0,2,1,1,131284.93,0,"[0.8294758190163757, 0.17052418098362435, 0.0]"
538,Spain,Female,49,9,141434.04,1,0,0,173779.25,1,"[0.5764487164075793, 0.42355128359242067, 0.0]"
683,France,Female,26,7,0.0,2,1,0,86619.77,0,"[0.918399963207295, 0.08160003679270503, 0.0]"
706,Germany,Female,46,4,105214.58,1,1,0,108699.59,1,"[0.7866399381709808, 0.2133600618290192, 0.0]"
611,Spain,Female,28,3,96381.68,2,1,0,181419.29,0,"[0.8526040628170168, 0.14739593718298316, 0.0]"
621,Spain,Female,43,8,0.0,1,0,0,102806.6,0,"[0.8002021985980688, 0.19979780140193112, 0.0]"
582,France,Female,32,1,116409.55,1,0,1,152790.92,0,"[0.7889115713246007, 0.2110884286753993, 0.0]"
643,Spain,Female,32,2,0.0,1,0,0,131301.74,0,"[0.8816709557895506, 0.11832904421044943, 0.0]"
745,Spain,Female,35,8,0.0,2,1,1,116581.1,0,"[0.915448513080203, 0.08455148691979693, 0.0]"
559,France,Male,33,9,111060.05,2,1,0,110371.84,0,"[0.7570827903768786, 0.2429172096231214, 0.0]"
645,France,Male,30,1,125739.26,1,1,1,193441.23,0,"[0.8518389256717122, 0.14816107432828785, 0.0]"
808,Spain,Female,67,10,124577.15,1,0,1,169894.4,0,"[0.7166802107533938, 0.2833197892466062, 0.0]"
588,Germany,Female,30,0,110148.49,1,1,0,5790.9,1,"[0.7759267090785058, 0.2240732909214942, 0.0]"
707,France,Male,58,6,89685.92,1,0,1,126471.13,0,"[0.7053619240648363, 0.2946380759351636, 0.0]"
536,France,Male,32,7,178011.5,2,1,0,22375.14,0,"[0.6672516304413032, 0.3327483695586968, 0.0]"
676,Germany,Female,48,2,124442.38,1,1,0,15068.53,1,"[0.7024522355581175, 0.2975477644418825, 0.0]"
741,Spain,Male,53,3,0.0,2,1,1,38913.68,0,"[0.8100211529047301, 0.18997884709526988, 0.0]"
676,Spain,Female,64,4,116954.32,1,1,1,91149.48,0,"[0.5742605122930489, 0.4257394877069512, 0.0]"
521,France,Male,25,7,0.0,2,1,1,157878.67,0,"[0.8530759939820723, 0.14692400601792766, 0.0]"
589,Germany,Female,20,2,121093.29,2,1,0,3529.72,0,"[0.8387821203838266, 0.16121787961617345, 0.0]"
581,Spain,Female,50,4,0.0,2,1,1,80701.72,0,"[0.6986550498974244, 0.3013449501025755, 0.0]"
751,Germany,Female,37,0,151218.98,1,1,1,109309.29,0,"[0.8525520742194166, 0.1474479257805834, 0.0]"
616,Spain,Female,32,6,0.0,2,1,1,43001.46,0,"[0.8528827331176608, 0.1471172668823392, 0.0]"
466,Germany,Male,41,2,152102.18,2,1,0,181879.56,0,"[0.5641698234833326, 0.4358301765166675, 0.0]"
614,Spain,Female,40,3,113348.5,1,1,1,77789.01,0,"[0.7377827444182765, 0.26221725558172343, 0.0]"
718,Spain,Male,34,5,113922.44,2,1,0,30772.22,0,"[0.852579288420459, 0.14742071157954098, 0.0]"
680,France,Male,36,3,116275.12,1,1,1,63795.8,0,"[0.8194754643885533, 0.18052453561144666, 0.0]"
792,Spain,Male,25,8,142862.21,1,1,1,130639.01,0,"[0.9288457375159249, 0.0711542624840751, 0.0]"
622,Germany,Female,58,7,116922.25,1,1,0,120415.61,1,"[0.583881080247342, 0.4161189197526581, 0.0]"
783,Spain,Female,59,9,126224.87,1,1,1,4423.63,0,"[0.7127098944553576, 0.28729010554464246, 0.0]"
542,Spain,Male,32,2,131945.94,1,0,1,159737.56,0,"[0.7457646513667662, 0.2542353486332339, 0.0]"
764,France,Male,24,7,98148.61,1,1,0,26843.76,0,"[0.9227277294064721, 0.07727227059352797, 0.0]"
772,Spain,Male,41,10,96032.22,1,1,1,75825.57,0,"[0.8651461318787337, 0.13485386812126635, 0.0]"
616,Germany,Male,45,3,143129.41,2,0,1,64327.26,0,"[0.66824078321563, 0.33175921678437004, 0.0]"
678,Germany,Female,37,2,113383.07,1,1,1,135123.96,0,"[0.8271586431504181, 0.17284135684958188, 0.0]"
553,Germany,Male,41,9,110112.54,2,0,0,81898.81,0,"[0.6716386629881403, 0.3283613370118596, 0.0]"
566,Spain,Male,63,2,120787.18,2,1,1,52198.84,0,"[0.430550023222502, 0.569449976777498, 0.0]"
560,Germany,Male,41,4,152532.3,1,0,0,10779.69,0,"[0.6190185491725839, 0.3809814508274161, 0.0]"
618,France,Male,30,3,133844.22,1,1,1,31406.93,0,"[0.7952144411517983, 0.20478555884820168, 0.0]"
562,Spain,Female,29,9,120307.58,1,1,1,6795.61,0,"[0.7584252132646373, 0.24157478673536267, 0.0]"
418,France,Female,46,9,0.0,1,1,1,81014.5,1,"[0.5528215979279676, 0.44717840207203247, 0.0]"
649,Spain,Female,32,7,0.0,1,1,0,28797.32,0,"[0.8701946601051562, 0.1298053398948438, 0.0]"
850,France,Male,61,1,0.0,1,1,0,53067.83,1,"[0.8401342964756979, 0.15986570352430213, 0.0]"
729,France,Male,32,6,93694.42,1,1,1,79919.13,0,"[0.8853876782812007, 0.11461232171879929, 0.0]"
519,Spain,Male,39,4,111900.14,1,1,1,97577.17,0,"[0.6548235230086666, 0.34517647699133336, 0.0]"
671,Germany,Female,34,6,37266.67,2,0,0,156917.12,0,"[0.8779355726120561, 0.12206442738794382, 0.0]"
531,Spain,Male,37,1,143407.29,2,0,1,84402.46,0,"[0.6571189641852129, 0.3428810358147872, 0.0]"
641,Germany,Male,42,3,121765.37,2,1,1,166516.84,0,"[0.7650390623931683, 0.23496093760683165, 0.0]"
738,France,Female,39,1,94435.45,2,0,1,189430.86,0,"[0.8725573150143673, 0.12744268498563277, 0.0]"
644,Spain,Male,49,10,0.0,2,1,1,145089.64,0,"[0.7872567893601989, 0.21274321063980112, 0.0]"
651,France,Female,56,4,0.0,1,0,0,84383.22,1,"[0.7174326761768004, 0.28256732382319955, 0.0]"
636,France,Female,35,2,0.0,2,1,1,23129.46,0,"[0.8440606816755607, 0.1559393183244393, 0.0]"
850,Spain,Male,44,7,89118.26,1,1,0,104240.77,1,"[0.8979737278932871, 0.10202627210671289, 0.0]"
741,Germany,Female,19,8,108711.57,2,1,0,24857.25,0,"[0.92709790465409, 0.07290209534590995, 0.0]"
710,France,Male,40,5,0.0,2,0,0,162878.96,0,"[0.8857155121117013, 0.11428448788829867, 0.0]"
669,France,Male,50,9,201009.64,1,1,0,158032.5,1,"[0.6655657489597391, 0.33443425104026087, 0.0]"
508,Spain,Male,54,10,0.0,1,1,1,175749.36,0,"[0.61090541948355, 0.38909458051644996, 0.0]"
704,Spain,Female,24,2,0.0,1,1,0,35600.25,1,"[0.9260865740589322, 0.07391342594106774, 0.0]"
601,France,Female,38,0,0.0,2,1,0,165196.65,0,"[0.8291856920795515, 0.17081430792044852, 0.0]"
729,Spain,Male,44,4,107726.93,2,1,0,153064.87,0,"[0.8272550187922278, 0.17274498120777218, 0.0]"
690,France,Female,26,3,118097.87,1,1,0,61257.83,0,"[0.879615862287262, 0.12038413771273801, 0.0]"
708,Spain,Male,19,7,112615.86,1,1,1,4491.77,0,"[0.9118318525743289, 0.08816814742567111, 0.0]"
588,Spain,Male,33,2,0.0,2,1,1,12483.56,0,"[0.8208566608478187, 0.17914333915218134, 0.0]"
705,France,Female,31,3,142905.51,1,1,1,58134.97,0,"[0.8522949913557947, 0.14770500864420535, 0.0]"
850,France,Male,38,5,0.0,2,1,0,16491.64,0,"[0.9325612596216566, 0.06743874037834344, 0.0]"
670,France,Male,36,3,0.0,1,1,0,140754.19,1,"[0.879368601113971, 0.12063139888602907, 0.0]"
751,Spain,Male,52,8,0.0,2,0,1,179291.85,0,"[0.8528379310781005, 0.1471620689218996, 0.0]"
609,France,Female,53,6,0.0,2,1,1,124218.27,0,"[0.7144424943480028, 0.2855575056519972, 0.0]"
770,France,Male,36,2,89800.14,1,1,1,105922.69,0,"[0.8924753793555578, 0.10752462064444224, 0.0]"
496,Germany,Female,59,7,91680.1,2,1,0,163141.18,1,"[0.45401072233088824, 0.5459892776691118, 0.0]"
648,France,Male,23,9,168372.52,1,1,0,134676.72,0,"[0.864362384036, 0.1356376159640001, 0.0]"
540,France,Male,25,5,116160.23,1,1,0,13411.67,0,"[0.7731089759181873, 0.22689102408181272, 0.0]"
696,France,Male,28,4,172646.82,1,1,1,116471.43,0,"[0.8607342752929157, 0.13926572470708434, 0.0]"
684,France,Female,43,7,0.0,2,1,0,131093.99,0,"[0.8510491394525106, 0.14895086054748938, 0.0]"
559,Spain,Female,39,2,0.0,2,1,1,121151.1,0,"[0.7803235155067978, 0.21967648449320218, 0.0]"
607,France,Female,39,10,0.0,3,1,0,132741.13,1,"[0.8238357774942908, 0.17616422250570915, 0.0]"
716,France,Male,35,4,144428.87,1,1,0,134132.65,0,"[0.8505159468219822, 0.14948405317801786, 0.0]"
745,France,Female,55,9,110123.59,1,0,1,51548.14,1,"[0.7348740346094174, 0.26512596539058264, 0.0]"
850,France,Female,36,6,0.0,2,1,1,190194.95,0,"[0.9510119369284281, 0.048988063071571844, 0.0]"
676,France,Female,40,2,147803.48,1,1,0,95181.06,1,"[0.7762889992730884, 0.22371100072691164, 0.0]"
410,France,Male,33,6,125789.69,1,0,0,66333.56,1,"[0.5663705504988017, 0.43362944950119825, 0.0]"
580,Germany,Male,44,9,143391.07,1,0,0,146891.07,1,"[0.6667029247235963, 0.3332970752764037, 0.0]"
449,Spain,Male,32,0,155619.36,1,1,1,166692.03,0,"[0.6298487618426911, 0.3701512381573088, 0.0]"
532,France,Male,36,4,0.0,2,1,1,132798.78,0,"[0.7837934052789359, 0.21620659472106402, 0.0]"
847,France,Male,51,5,97565.74,1,0,0,144184.06,1,"[0.8670923298412696, 0.13290767015873034, 0.0]"
642,France,Male,48,9,118317.27,4,0,0,78702.98,1,"[0.6948498030792152, 0.30515019692078477, 0.0]"
569,Germany,Male,25,9,173459.45,2,1,1,44381.06,0,"[0.7721569099180345, 0.2278430900819654, 0.0]"
648,Spain,Male,32,8,0.0,1,1,0,133653.38,0,"[0.8862025003263871, 0.1137974996736128, 0.0]"
789,Germany,Male,39,7,124828.46,2,1,1,124411.08,0,"[0.8798830541203856, 0.12011694587961444, 0.0]"
520,Germany,Male,32,5,110029.77,1,1,0,56246.69,0,"[0.7109044653761365, 0.28909553462386356, 0.0]"
684,France,Male,60,2,116563.58,1,1,0,120257.7,1,"[0.6352686789289828, 0.36473132107101724, 0.0]"
607,France,Male,26,1,0.0,1,1,0,29818.2,0,"[0.8750383773617723, 0.12496162263822776, 0.0]"
683,France,Female,42,8,0.0,2,0,1,198134.9,0,"[0.867788809464906, 0.13221119053509398, 0.0]"
745,Spain,Male,34,9,0.0,2,1,0,50046.25,0,"[0.9115868274214072, 0.08841317257859282, 0.0]"
480,France,Male,40,6,148790.61,1,0,1,79329.7,0,"[0.5617379927836286, 0.4382620072163714, 0.0]"
652,France,Female,34,6,97435.85,2,1,1,104331.76,0,"[0.8307892732970709, 0.16921072670292914, 0.0]"
682,France,Female,64,10,128306.7,1,0,1,66040.83,0,"[0.5663034961232082, 0.4336965038767918, 0.0]"
666,France,Male,47,2,0.0,1,1,0,35046.97,1,"[0.7906724778069059, 0.2093275221930942, 0.0]"
622,France,Male,43,8,0.0,2,1,0,100618.17,0,"[0.8010168898322985, 0.19898311016770157, 0.0]"
649,France,Male,47,1,0.0,2,1,1,145593.85,0,"[0.8025468274551466, 0.19745317254485342, 0.0]"
801,France,Male,43,4,158713.08,2,0,0,98586.14,0,"[0.846995529868956, 0.153004470131044, 0.0]"
682,Germany,Female,35,2,117438.92,2,1,1,16910.98,0,"[0.8160307336471619, 0.18396926635283803, 0.0]"
626,France,Male,43,4,137638.69,1,1,0,130442.08,1,"[0.722172745827482, 0.27782725417251797, 0.0]"
727,Spain,Female,52,1,154733.97,1,1,0,80259.67,1,"[0.7157320893520602, 0.2842679106479397, 0.0]"
718,Spain,Male,32,8,0.0,2,1,1,41399.33,0,"[0.9065711024530346, 0.09342889754696539, 0.0]"
656,France,Male,35,6,0.0,2,1,0,1485.27,0,"[0.854139368706593, 0.14586063129340693, 0.0]"
703,France,Female,51,3,0.0,3,1,1,77294.56,1,"[0.8025068564169437, 0.1974931435830562, 0.0]"
850,France,Male,34,6,0.0,1,0,1,52796.31,0,"[0.9457080451379275, 0.05429195486207248, 0.0]"
524,Spain,Female,64,5,0.0,1,1,0,136079.64,1,"[0.5050715742404105, 0.4949284257595895, 0.0]"
570,France,Male,30,2,131406.56,1,1,1,47952.45,0,"[0.7588534846749193, 0.24114651532508066, 0.0]"
587,Spain,Female,35,3,83286.56,1,1,0,125553.52,0,"[0.7847106215111328, 0.21528937848886717, 0.0]"
554,Germany,Female,55,0,108477.27,1,0,1,140003.0,1,"[0.5432464400499573, 0.45675355995004274, 0.0]"
647,Germany,Female,43,3,122717.53,2,1,1,87000.39,0,"[0.7402111634357137, 0.2597888365642863, 0.0]"
556,France,Male,38,2,114756.14,1,1,0,193214.05,0,"[0.7293908845948889, 0.27060911540511107, 0.0]"
755,France,Male,29,9,117035.89,1,1,1,21862.19,0,"[0.8953577498896018, 0.10464225011039817, 0.0]"
445,France,Male,25,6,0.0,2,1,0,119425.94,0,"[0.7890696041352729, 0.21093039586472703, 0.0]"
713,Spain,Male,42,0,109121.71,1,0,1,167873.49,0,"[0.829474269618035, 0.17052573038196495, 0.0]"
563,Spain,Male,61,1,82182.1,1,1,0,106826.92,1,"[0.5013064058148426, 0.4986935941851573, 0.0]"
695,Germany,Female,53,8,95231.91,1,0,0,70140.8,1,"[0.71731826871799, 0.28268173128201, 0.0]"
484,Germany,Male,54,3,134388.11,1,0,0,49954.79,1,"[0.41393163432729874, 0.5860683656727013, 0.0]"
693,France,Male,36,8,178111.82,1,0,0,58719.63,1,"[0.7957457709678241, 0.20425422903217594, 0.0]"
593,France,Male,35,9,114193.24,1,1,0,71154.1,0,"[0.7597257681795231, 0.24027423182047694, 0.0]"
589,France,Female,50,4,0.0,2,0,1,182076.97,0,"[0.7363448522754514, 0.26365514772454857, 0.0]"
519,France,Female,22,8,0.0,1,0,1,167553.06,0,"[0.8692420840458562, 0.1307579159541438, 0.0]"
594,Germany,Male,28,0,142574.71,2,1,0,129084.82,0,"[0.8059600495337497, 0.19403995046625033, 0.0]"
749,France,Male,37,10,185063.7,2,1,1,134526.87,0,"[0.8438666507806949, 0.15613334921930505, 0.0]"
673,France,Female,40,5,137494.28,1,1,0,81753.92,0,"[0.7778905710998878, 0.22210942890011218, 0.0]"
790,Germany,Male,50,8,121438.58,1,1,1,176471.78,1,"[0.8322615384963221, 0.16773846150367794, 0.0]"
569,Germany,Male,35,2,109196.66,3,1,0,109393.19,1,"[0.7478059088130157, 0.2521940911869843, 0.0]"
665,Germany,Male,25,5,153611.83,2,1,0,35321.65,0,"[0.8517872675639957, 0.14821273243600436, 0.0]"
637,Germany,Male,50,4,126345.55,1,0,1,17323.0,1,"[0.6410293860652068, 0.3589706139347932, 0.0]"
732,France,Female,36,9,0.0,1,0,0,3749.0,1,"[0.8920311588079953, 0.10796884119200471, 0.0]"
667,France,Male,24,4,0.0,2,0,0,180329.83,0,"[0.928112650585265, 0.0718873494147349, 0.0]"
616,Germany,Male,29,8,149318.55,1,1,0,140746.13,0,"[0.8176684640512314, 0.1823315359487686, 0.0]"
545,Spain,Female,47,5,0.0,2,1,1,38970.14,0,"[0.6758300312783894, 0.3241699687216106, 0.0]"
774,Spain,Female,43,1,116360.07,1,1,0,17004.14,0,"[0.8320370404187434, 0.1679629595812566, 0.0]"
425,France,Male,39,4,0.0,2,1,0,197226.32,0,"[0.6706955105791057, 0.32930448942089435, 0.0]"
703,Germany,Male,35,5,140691.08,2,1,0,167810.26,0,"[0.8501982689509541, 0.14980173104904596, 0.0]"
679,Germany,Male,52,9,135870.01,2,0,0,54038.62,0,"[0.675161947742372, 0.3248380522576279, 0.0]"
747,Germany,Male,37,9,135776.36,3,1,0,85470.45,1,"[0.8553840378038968, 0.14461596219610315, 0.0]"
667,Spain,Male,56,2,168883.08,1,0,1,18897.78,0,"[0.5778154159551563, 0.42218458404484377, 0.0]"
648,Germany,Female,28,8,90371.09,1,1,1,146851.73,0,"[0.8725029318898406, 0.1274970681101594, 0.0]"
635,Spain,Female,29,8,138296.94,2,1,0,141075.51,0,"[0.8369084679599202, 0.16309153204007976, 0.0]"
670,France,Male,33,1,0.0,2,1,1,86413.11,0,"[0.884679090322101, 0.11532090967789901, 0.0]"
776,Spain,Male,30,6,0.0,2,0,1,63908.86,0,"[0.935743020415101, 0.06425697958489891, 0.0]"
577,Spain,Female,39,4,0.0,2,1,0,91366.42,0,"[0.7888617967076433, 0.2111382032923567, 0.0]"
667,Spain,Female,23,6,136100.69,2,0,0,169669.33,1,"[0.8912384230923599, 0.10876157690764011, 0.0]"
676,Spain,Male,48,1,131659.59,2,0,1,14152.15,0,"[0.697300243494247, 0.302699756505753, 0.0]"
691,France,Female,31,5,40915.55,1,1,0,126213.84,1,"[0.8954066706073437, 0.10459332939265628, 0.0]"
611,France,Female,40,2,125879.29,1,1,0,93203.43,0,"[0.7298568628610311, 0.2701431371389688, 0.0]"
757,Germany,Female,34,9,101861.36,2,0,0,187011.96,0,"[0.902347020289779, 0.09765297971022102, 0.0]"
624,France,Male,80,3,0.0,1,1,1,65801.44,0,"[0.4296300948079219, 0.5703699051920781, 0.0]"
531,Spain,Female,45,1,126495.57,2,1,1,164741.5,0,"[0.6161119954687556, 0.3838880045312444, 0.0]"
625,Spain,Male,52,8,121161.57,1,1,0,48988.28,0,"[0.6236355913557599, 0.3763644086442402, 0.0]"
608,France,Male,50,6,0.0,1,1,0,93568.77,1,"[0.7310258771848425, 0.26897412281515753, 0.0]"
512,France,Female,33,6,121685.31,2,1,1,83681.97,0,"[0.693758787253718, 0.306241212746282, 0.0]"
664,France,Female,41,5,0.0,1,1,1,152054.33,0,"[0.8528339175393614, 0.1471660824606386, 0.0]"
728,France,Male,37,0,0.0,2,1,1,72203.8,0,"[0.8937483361517982, 0.10625166384820187, 0.0]"
750,France,Female,38,1,0.0,2,1,0,47764.99,0,"[0.8965766147938157, 0.10342338520618437, 0.0]"
710,Germany,Male,37,6,135795.63,1,0,1,46523.6,0,"[0.8219262696562151, 0.17807373034378499, 0.0]"
516,Germany,Female,47,9,128298.74,1,0,0,149614.17,1,"[0.5736460719006604, 0.42635392809933953, 0.0]"
615,Spain,Female,29,7,143330.56,2,1,1,126396.01,0,"[0.8168706740409507, 0.1831293259590493, 0.0]"
698,Spain,Male,38,10,95010.92,1,1,1,105227.86,0,"[0.8410045489886605, 0.15899545101133952, 0.0]"
615,Germany,Male,24,8,108528.07,2,0,0,179488.41,1,"[0.871765632771859, 0.128234367228141, 0.0]"
584,Spain,Female,38,3,0.0,2,1,1,4525.4,0,"[0.7809810127057354, 0.21901898729426464, 0.0]"
671,Germany,Female,31,6,105864.6,2,1,0,145567.34,0,"[0.863440997921761, 0.13655900207823896, 0.0]"
650,Spain,Male,24,8,108881.73,1,1,0,104492.83,0,"[0.8790982194448165, 0.12090178055518347, 0.0]"
782,France,Male,34,9,0.0,1,1,0,183021.06,1,"[0.9375980823581246, 0.06240191764187543, 0.0]"
492,France,Male,39,7,0.0,2,0,1,71323.23,0,"[0.7055760378147149, 0.29442396218528516, 0.0]"
507,France,Female,35,2,0.0,2,1,0,97633.93,0,"[0.7591926549492459, 0.24080734505075407, 0.0]"
815,Spain,Male,28,6,0.0,2,0,1,185547.71,0,"[0.9583724290675384, 0.041627570932461624, 0.0]"
764,France,Female,24,7,0.0,2,1,0,186105.99,0,"[0.9550999816919652, 0.04490001830803484, 0.0]"
735,France,Male,43,9,127806.91,1,1,1,73069.59,0,"[0.8125413592155556, 0.18745864078444438, 0.0]"
645,Spain,Male,36,4,59893.85,2,1,0,43999.64,0,"[0.8191797993842872, 0.1808202006157128, 0.0]"
732,Germany,Female,48,4,102962.62,1,1,0,120852.85,1,"[0.7978086543637397, 0.20219134563626026, 0.0]"
530,Germany,Female,42,0,99948.45,1,0,1,97338.62,0,"[0.6441521973178883, 0.35584780268211175, 0.0]"
620,Germany,Male,40,5,108197.11,2,1,0,49722.34,0,"[0.7401755005139953, 0.2598244994860047, 0.0]"
663,France,Male,45,5,83195.12,1,1,1,48682.1,0,"[0.7563924533044545, 0.24360754669554552, 0.0]"
632,Germany,Male,41,8,127205.32,4,1,0,93874.87,1,"[0.7439376624334542, 0.25606233756654584, 0.0]"
495,France,Female,38,2,63093.01,1,1,1,47089.72,0,"[0.6591842535978004, 0.3408157464021996, 0.0]"
701,Spain,Male,26,5,83600.24,1,0,1,59195.05,0,"[0.8976061254601169, 0.10239387453988316, 0.0]"
702,Spain,Female,35,8,14262.8,2,1,0,54689.16,0,"[0.8834472534350296, 0.11655274656497037, 0.0]"
624,France,Male,71,7,0.0,2,1,1,108841.83,0,"[0.5457390468731105, 0.4542609531268895, 0.0]"
610,France,Female,27,9,159561.93,1,0,1,103381.47,0,"[0.8133036056173966, 0.18669639438260346, 0.0]"
546,Germany,Female,25,3,132837.7,1,1,0,131647.31,0,"[0.7954585102887576, 0.2045414897112424, 0.0]"
602,Germany,Male,32,7,184715.86,2,1,0,113781.99,0,"[0.756203159147118, 0.24379684085288197, 0.0]"
757,France,Male,36,7,144852.06,1,0,0,130861.95,0,"[0.8699457801064838, 0.13005421989351623, 0.0]"
563,France,Female,34,6,0.0,2,0,0,36536.93,0,"[0.8011935860519783, 0.19880641394802162, 0.0]"
681,France,Male,59,4,122781.51,1,0,1,140166.95,0,"[0.6447260922500581, 0.35527390774994194, 0.0]"
673,Germany,Female,69,3,78833.15,2,1,1,37196.15,0,"[0.5299444934562771, 0.4700555065437229, 0.0]"
622,Germany,Female,52,9,111973.97,1,1,1,162756.29,1,"[0.6652406848246388, 0.3347593151753611, 0.0]"
688,Spain,Male,42,5,0.0,2,0,0,197602.29,0,"[0.8697681445910381, 0.1302318554089619, 0.0]"
418,France,Male,36,7,90145.04,1,1,1,69157.93,0,"[0.5769694120276043, 0.4230305879723956, 0.0]"
648,France,Male,42,4,0.0,2,1,0,19283.14,0,"[0.8085890736646053, 0.19141092633539475, 0.0]"
755,Germany,Female,37,0,113865.23,2,1,1,117396.25,0,"[0.8721478621130635, 0.1278521378869365, 0.0]"
527,Spain,Female,46,10,131414.76,1,1,0,54947.51,0,"[0.5627574930076227, 0.4372425069923774, 0.0]"
577,France,Female,37,4,0.0,1,1,1,79881.39,0,"[0.8007443742860854, 0.1992556257139147, 0.0]"
661,Spain,Male,38,7,143006.7,1,1,1,15650.89,0,"[0.763818114572099, 0.23618188542790094, 0.0]"
745,Germany,Male,48,10,96048.55,1,1,0,74510.65,0,"[0.8039799240721593, 0.19602007592784065, 0.0]"
646,Germany,Female,52,6,111739.4,2,0,1,68367.18,0,"[0.6605196895398269, 0.3394803104601731, 0.0]"
682,Spain,Female,47,10,134032.01,1,1,0,144290.97,0,"[0.7509914695930103, 0.24900853040698967, 0.0]"
517,Spain,Female,29,5,0.0,2,1,0,103402.88,0,"[0.8140328932573849, 0.18596710674261505, 0.0]"
624,France,Male,55,7,118793.6,1,1,1,95022.02,1,"[0.608860855000901, 0.39113914499909896, 0.0]"
678,Spain,Female,61,8,0.0,2,1,1,159938.82,0,"[0.7244160818982861, 0.27558391810171384, 0.0]"
536,Spain,Female,28,4,0.0,1,1,1,136197.65,0,"[0.8404100954605749, 0.15958990453942518, 0.0]"
696,Spain,Female,51,5,0.0,2,1,0,55022.43,0,"[0.7919980837146943, 0.20800191628530573, 0.0]"
527,Germany,Female,39,9,96748.89,2,1,0,94711.43,0,"[0.676473404859911, 0.32352659514008897, 0.0]"
578,Spain,Male,23,8,0.0,2,1,0,112124.98,0,"[0.8876381919606123, 0.11236180803938768, 0.0]"
649,Spain,Female,47,8,110783.28,1,1,1,71420.16,0,"[0.713738781434238, 0.2862612185657621, 0.0]"
774,France,Female,42,3,137781.65,1,0,0,199316.19,0,"[0.8623119821808883, 0.1376880178191117, 0.0]"
472,France,Male,19,9,0.0,2,1,0,3453.4,0,"[0.8261140440373851, 0.17388595596261486, 0.0]"
581,Germany,Male,31,6,116891.72,1,1,0,107137.3,0,"[0.7858706612981086, 0.2141293387018915, 0.0]"
666,France,Male,39,10,0.0,2,1,0,102999.33,0,"[0.8577545781478746, 0.14224542185212544, 0.0]"
744,Germany,Male,29,6,123737.04,2,1,0,141558.04,0,"[0.9029223475998538, 0.09707765240014615, 0.0]"
556,Germany,Female,43,4,125890.72,1,1,1,74854.97,0,"[0.6374338935558169, 0.3625661064441831, 0.0]"
521,Germany,Female,49,2,127948.57,1,1,1,182765.14,0,"[0.5667276266739956, 0.4332723733260045, 0.0]"
714,Germany,Female,55,9,180075.22,1,1,1,100127.71,0,"[0.6644045252291295, 0.33559547477087043, 0.0]"
839,Germany,Male,47,2,136911.07,1,1,1,168184.62,1,"[0.8696980005491904, 0.13030199945080956, 0.0]"
650,Germany,Male,26,4,214346.96,2,1,0,128815.33,0,"[0.8242141557881278, 0.17578584421187213, 0.0]"
690,France,Male,21,8,0.0,2,1,1,155782.89,0,"[0.941611681375157, 0.05838831862484295, 0.0]"
624,Spain,Female,28,2,0.0,2,0,1,104353.26,0,"[0.8861553059916722, 0.11384469400832774, 0.0]"
562,France,Male,37,2,0.0,1,0,1,52525.15,1,"[0.781365310582423, 0.21863468941757697, 0.0]"
652,France,Male,26,3,137998.2,2,0,1,168989.77,0,"[0.868283445373223, 0.13171655462677703, 0.0]"
636,France,Female,38,1,0.0,1,1,0,45015.38,0,"[0.8298074109758933, 0.17019258902410678, 0.0]"
760,Spain,Male,28,1,141038.57,2,0,0,16287.38,0,"[0.8911134229042306, 0.10888657709576939, 0.0]"
717,France,Male,31,4,129722.57,1,0,0,41176.6,0,"[0.8627150829026147, 0.13728491709738538, 0.0]"
679,France,Male,60,8,0.0,2,1,1,51380.9,0,"[0.7030659462028308, 0.2969340537971692, 0.0]"
574,Spain,Female,37,7,0.0,2,1,0,32262.28,0,"[0.7879808667436642, 0.21201913325633584, 0.0]"
696,Spain,Female,36,3,0.0,3,1,0,65039.9,0,"[0.8814632041716948, 0.1185367958283052, 0.0]"
553,France,Female,27,3,0.0,2,0,0,159800.16,0,"[0.8607499431547301, 0.13925005684526987, 0.0]"
748,Spain,Male,35,5,105492.53,1,1,1,150057.2,0,"[0.8873222172166095, 0.11267778278339047, 0.0]"
529,Spain,Male,35,5,95772.97,1,1,1,112781.5,0,"[0.7206631012029159, 0.27933689879708407, 0.0]"
683,France,Male,30,4,114779.35,1,0,0,183171.47,0,"[0.8775008991897572, 0.12249910081024284, 0.0]"
670,Germany,Female,35,2,79585.96,1,0,1,198802.9,0,"[0.8611886030200675, 0.13881139697993256, 0.0]"
600,France,Female,32,7,98877.95,1,1,0,132973.21,0,"[0.8107723355239965, 0.18922766447600345, 0.0]"
724,Germany,Male,37,6,125489.4,1,1,0,118570.53,0,"[0.8505218511558543, 0.1494781488441457, 0.0]"
752,Germany,Female,37,5,113291.05,2,1,1,132467.54,0,"[0.8743651491519956, 0.12563485084800444, 0.0]"
